id,id,is_prog,label_true,labels_pred,title,link,freq
22262057,22262057,True,1,171,Ведущий программист 1С,https://hh.ru/vacancy/22262057,127
24145876,24145876,True,1,171,Эксперт по 1С (внедрение 1С ЗУП),https://hh.ru/vacancy/24145876,127
24254226,24254226,True,1,171,Программист- консультант 1C,https://hh.ru/vacancy/24254226,127
23684801,23684801,True,1,171,"Программист 1С (БУХ, ЗУП 8.2/8.3)",https://hh.ru/vacancy/23684801,127
25834067,25834067,True,1,171,Программист 1С,https://hh.ru/vacancy/25834067,127
22179640,22179640,True,1,171,Ведущий программист 1С,https://hh.ru/vacancy/22179640,127
24217321,24217321,True,1,171,"Программист 1с 8.3 по работе с конфигурацией ""Зарплата и кадры""",https://hh.ru/vacancy/24217321,127
25311534,25311534,True,1,171,"Программист 1С АО ""Свердловскавтодор""",https://hh.ru/vacancy/25311534,127
22667802,22667802,True,1,171,Специалист технической поддержки 1С,https://hh.ru/vacancy/22667802,127
27829851,27829851,True,1,171,Программист 1С,https://career.ru/vacancy/27829851,127
23761465,23761465,True,1,171,Программист 1C,https://hh.ru/vacancy/23761465,127
25323431,25323431,True,1,171,Программист 1C,https://hh.ru/vacancy/25323431,127
24230342,24230342,True,1,171,Программист 1С,https://hh.ru/vacancy/24230342,127
24239529,24239529,True,1,171,Программист 1С,https://hh.ru/vacancy/24239529,127
22674057,22674057,True,1,171,Программист 1С,https://hh.ru/vacancy/22674057,127
27809006,27809006,True,1,171,Программист 1С,https://hh.ru/vacancy/27809006,127
23295582,23295582,True,1,171,Программист 1С,https://hh.ru/vacancy/23295582,127
21467978,21467978,True,1,171,Старший специалист по системе 1С,https://hh.ru/vacancy/21467978,127
23289390,23289390,True,1,171,Программист 1С,https://hh.ru/vacancy/23289390,127
24706523,24706523,True,1,171,Программист 1C,https://hh.ru/vacancy/24706523,127
20822356,20822356,True,1,171,Программист 1С,https://hh.ru/vacancy/20822356,127
23039072,23039072,True,1,171,Программист 1C,https://hh.ru/vacancy/23039072,127
24941023,24941023,True,1,171,Программист 1C (Разработчик),https://hh.ru/vacancy/24941023,127
27332443,27332443,True,1,171,Программист 1С,https://career.ru/vacancy/27332443,127
24924670,24924670,True,1,171,Ведущий программист 1C,https://hh.ru/vacancy/24924670,127
23059373,23059373,True,1,171,Программист 1С,https://hh.ru/vacancy/23059373,127
24933645,24933645,True,1,171,Инженер-программист,https://hh.ru/vacancy/24933645,127
24933698,24933698,True,1,171,Инженер - программист 1 С,https://hh.ru/vacancy/24933698,127
26256938,26256938,True,1,171,Программист 1С,https://hh.ru/vacancy/26256938,127
21066092,21066092,True,1,171,Разработчик по направлению 1С,https://hh.ru/vacancy/21066092,127
23112101,23112101,True,1,171,Консультант 1C,https://hh.ru/vacancy/23112101,127
24881486,24881486,True,1,171,Программист 1C,https://hh.ru/vacancy/24881486,127
24730230,24730230,True,1,171,Старший программист 1С,https://hh.ru/vacancy/24730230,127
27208096,27208096,True,1,171,Программист 1С,https://hh.ru/vacancy/27208096,127
23130973,23130973,True,1,171,Программист 1С,https://hh.ru/vacancy/23130973,127
20893229,20893229,True,1,171,Программист 1С,https://hh.ru/vacancy/20893229,127
23455063,23455063,True,1,171,Программист 1С (стажер),https://hh.ru/vacancy/23455063,127
25056932,25056932,True,1,171,Программист 1С,https://hh.ru/vacancy/25056932,127
22942477,22942477,True,1,171,Программист 1C,https://hh.ru/vacancy/22942477,127
23428310,23428310,True,1,171,Программист 1C,https://hh.ru/vacancy/23428310,127
25087906,25087906,True,1,171,Программист,https://hh.ru/vacancy/25087906,127
27527593,27527593,True,1,171,Программист 1С,https://hh.ru/vacancy/27527593,127
25091778,25091778,True,1,171,Программист 1С,https://hh.ru/vacancy/25091778,127
24504170,24504170,True,1,171,Программист 1C,https://hh.ru/vacancy/24504170,127
22896040,22896040,True,1,171,Тестировщик 1С,https://hh.ru/vacancy/22896040,127
25067553,25067553,True,1,171,Программист 1С,https://hh.ru/vacancy/25067553,127
23489238,23489238,True,1,171,Программист 1С,https://hh.ru/vacancy/23489238,127
23375151,23375151,True,1,171,Программист 1С,https://hh.ru/vacancy/23375151,127
20655195,20655195,True,1,171,Программист 1C,https://hh.ru/vacancy/20655195,127
22995710,22995710,True,1,171,Программист 1С,https://hh.ru/vacancy/22995710,127
24963455,24963455,True,1,171,Программист 1С 8.х,https://hh.ru/vacancy/24963455,127
27427441,27427441,True,1,171,Программист 1С,https://hh.ru/vacancy/27427441,127
22966736,22966736,True,1,171,Программист 1С: 7/8.3,https://hh.ru/vacancy/22966736,127
26117077,26117077,True,1,171,Инженер - программист 1С,https://hh.ru/vacancy/26117077,127
24557076,24557076,True,1,171,Программист 1С,https://hh.ru/vacancy/24557076,127
21818189,21818189,True,1,171,Инженер-программист 1С,https://hh.ru/vacancy/21818189,127
24062996,24062996,True,1,171,Программист 1С,https://hh.ru/vacancy/24062996,127
22344596,22344596,True,1,171,Программист 1C,https://hh.ru/vacancy/22344596,127
25520599,25520599,True,1,171,Программист 1С,https://hh.ru/vacancy/25520599,127
25669546,25669546,True,1,171,Ученик программиста 1 С,https://career.ru/vacancy/25669546,127
25468380,25468380,True,1,171,Администратор 1С,https://hh.ru/vacancy/25468380,127
23992445,23992445,True,1,171,Программист 1С,https://hh.ru/vacancy/23992445,127
25617319,25617319,True,1,171,Программист 1С,https://hh.ru/vacancy/25617319,127
24012094,24012094,True,1,171,Разработчик финансовых систем 1С,https://hh.ru/vacancy/24012094,127
24011816,24011816,True,1,171,Программист-аналитик,https://hh.ru/vacancy/24011816,127
23869962,23869962,True,1,171,Программист 1C,https://hh.ru/vacancy/23869962,127
25502728,25502728,True,1,171,Программист 1С,https://career.ru/vacancy/25502728,127
24019141,24019141,True,1,171,Разработчик 1С,https://hh.ru/vacancy/24019141,127
25574725,25574725,True,1,171,Программист 1С,https://hh.ru/vacancy/25574725,127
25632081,25632081,True,1,171,Консультант-программист 1С8.Бухгалтерия государственного учреждения,https://hh.ru/vacancy/25632081,127
22549930,22549930,True,1,171,Программист 1С,https://hh.ru/vacancy/22549930,127
25557734,25557734,True,1,171,Программист 1С,https://hh.ru/vacancy/25557734,127
27983732,27983732,True,1,171,Инженер-программист,https://hh.ru/vacancy/27983732,127
22409447,22409447,True,1,171,Программист 1C,https://hh.ru/vacancy/22409447,127
25651882,25651882,True,1,171,Программист 1С,https://hh.ru/vacancy/25651882,127
22480150,22480150,True,1,171,Программист 1C,https://hh.ru/vacancy/22480150,127
25581596,25581596,True,1,171,Программист 1С,https://hh.ru/vacancy/25581596,127
24813630,24813630,True,1,171,Программист 1С (ЗУП),https://hh.ru/vacancy/24813630,127
24883381,24883381,True,1,171,Программист 1С,https://hh.ru/vacancy/24883381,127
24230373,24230373,True,1,171,Программист 1С,https://hh.ru/vacancy/24230373,127
24170183,24170183,True,1,171,Программист 1С,https://hh.ru/vacancy/24170183,127
24651790,24651790,True,1,171,Программист 1C,https://hh.ru/vacancy/24651790,127
24714513,24714513,True,1,171,Программист 1 C,https://hh.ru/vacancy/24714513,127
27520484,27520484,True,1,171,Программист 1С,https://hh.ru/vacancy/27520484,127
27645585,27645585,True,1,171,Программист 1С,https://hh.ru/vacancy/27645585,127
27539872,27539872,True,1,171,Инженер-программист,https://hh.ru/vacancy/27539872,127
27325811,27325811,True,1,171,Ведущий программист 1С,https://hh.ru/vacancy/27325811,127
25874707,25874707,True,1,171,Программист 1C,https://hh.ru/vacancy/25874707,127
26219619,26219619,True,1,171,Программист 1С,https://hh.ru/vacancy/26219619,127
20312356,20312356,True,1,171,Программист 1C,https://hh.ru/vacancy/20312356,127
23193384,23193384,True,1,171,Программист 1С,https://hh.ru/vacancy/23193384,127
23150089,23150089,True,1,171,Программист 1С,https://hh.ru/vacancy/23150089,127
23149006,23149006,True,1,171,Программист 1С,https://hh.ru/vacancy/23149006,127
22875832,22875832,True,1,171,Программист 1C,https://hh.ru/vacancy/22875832,127
22893088,22893088,True,1,171,Программист 1C:ЗУП,https://hh.ru/vacancy/22893088,127
22807251,22807251,True,1,171,Ведущий программист 1С,https://hh.ru/vacancy/22807251,127
27663389,27663389,True,1,652,Программист 1 С,https://hh.ru/vacancy/27663389,120
22046196,22046196,True,1,652,Специалист по внедрению «1С:Предприятия 8»,https://hh.ru/vacancy/22046196,120
27726924,27726924,True,1,652,Программист 1C 8,https://hh.ru/vacancy/27726924,120
23672275,23672275,True,1,652,Программист 1С,https://hh.ru/vacancy/23672275,120
20327033,20327033,True,1,652,Программист 1С 8,https://hh.ru/vacancy/20327033,120
22091302,22091302,True,1,652,Программист 1C,https://hh.ru/vacancy/22091302,120
22847932,22847932,True,1,652,Программист 1С,https://hh.ru/vacancy/22847932,120
25106046,25106046,True,1,652,Программист 1С,https://hh.ru/vacancy/25106046,120
20493238,20493238,True,1,652,Старший программист 1С,https://hh.ru/vacancy/20493238,120
25939907,25939907,True,1,652,Программист 1C,https://hh.ru/vacancy/25939907,120
20441355,20441355,True,1,652,Программист 1С,https://hh.ru/vacancy/20441355,120
24393905,24393905,True,1,652,Программист 1С,https://hh.ru/vacancy/24393905,120
22831777,22831777,True,1,652,Ведущий программист 1С,https://hh.ru/vacancy/22831777,120
24397115,24397115,True,1,652,Программист 1С,https://hh.ru/vacancy/24397115,120
27606326,27606326,True,1,652,Ведущий программист 1С,https://hh.ru/vacancy/27606326,120
25147426,25147426,True,1,652,Программист 1С,https://hh.ru/vacancy/25147426,120
23573052,23573052,True,1,652,Программист 1C,https://career.ru/vacancy/23573052,120
25724590,25724590,True,1,652,Программист 1С,https://hh.ru/vacancy/25724590,120
22621733,22621733,True,1,652,Программист 1С,https://hh.ru/vacancy/22621733,120
20229619,20229619,True,1,652,Программист 1С УПП,https://hh.ru/vacancy/20229619,120
25750404,25750404,True,1,652,Программист 1C,https://hh.ru/vacancy/25750404,120
27857597,27857597,True,1,652,Программист 1С,https://hh.ru/vacancy/27857597,120
22574206,22574206,True,1,652,Программист (1С; Битрикс),https://hh.ru/vacancy/22574206,120
25405282,25405282,True,1,652,Инженер-программист,https://hh.ru/vacancy/25405282,120
22570173,22570173,True,1,652,Программист 1С,https://hh.ru/vacancy/22570173,120
22284987,22284987,True,1,652,Программист 1С,https://hh.ru/vacancy/22284987,120
20292947,20292947,True,1,652,Программист 1C 8,https://hh.ru/vacancy/20292947,120
25811189,25811189,True,1,652,Разработчик 1С Консолидация,https://hh.ru/vacancy/25811189,120
23720384,23720384,True,1,652,Инженер-программист,https://hh.ru/vacancy/23720384,120
25814170,25814170,True,1,652,Программист 1С,https://hh.ru/vacancy/25814170,120
25833125,25833125,True,1,652,Программист 1С,https://hh.ru/vacancy/25833125,120
25783110,25783110,True,1,652,Программист 1С,https://hh.ru/vacancy/25783110,120
25319323,25319323,True,1,652,Программист 1С,https://hh.ru/vacancy/25319323,120
22658742,22658742,True,1,652,Программист 1C,https://hh.ru/vacancy/22658742,120
25295953,25295953,True,1,652,Программист 1C,https://hh.ru/vacancy/25295953,120
25298337,25298337,True,1,652,Ведущий программист-разработчик 1С,https://hh.ru/vacancy/25298337,120
27796632,27796632,True,1,652,Ведущий программист 1C / Руководитель проекта,https://hh.ru/vacancy/27796632,120
24240184,24240184,True,1,652,Программист 1C,https://career.ru/vacancy/24240184,120
21502925,21502925,True,1,652,Программист 1С,https://hh.ru/vacancy/21502925,120
27295281,27295281,True,1,652,Ведущий программист 1C,https://hh.ru/vacancy/27295281,120
24713878,24713878,True,1,652,Инженер-программист 1С,https://hh.ru/vacancy/24713878,120
23093738,23093738,True,1,652,Программист 1С,https://hh.ru/vacancy/23093738,120
21595738,21595738,True,1,652,Ведущий программист 1С,https://hh.ru/vacancy/21595738,120
21627110,21627110,True,1,652,Программист 1С,https://hh.ru/vacancy/21627110,120
24668280,24668280,True,1,652,Программист 1С,https://hh.ru/vacancy/24668280,120
24657499,24657499,True,1,652,Программист 1С,https://hh.ru/vacancy/24657499,120
26200930,26200930,True,1,652,Программист 1С,https://hh.ru/vacancy/26200930,120
20725002,20725002,True,1,652,Программист,https://hh.ru/vacancy/20725002,120
24930823,24930823,True,1,652,Программист 1С,https://hh.ru/vacancy/24930823,120
21191769,21191769,True,1,652,Программист-разработчик (на платформе 1С: Предприятие 8),https://hh.ru/vacancy/21191769,120
23174532,23174532,True,1,652,Программист 1С,https://career.ru/vacancy/23174532,120
21116558,21116558,True,1,652,Программист 1С,https://hh.ru/vacancy/21116558,120
24792049,24792049,True,1,652,Программист - стажер,https://career.ru/vacancy/24792049,120
24823509,24823509,True,1,652,Помощник программиста 1С,https://career.ru/vacancy/24823509,120
23190627,23190627,True,1,652,Инженер-программист,https://hh.ru/vacancy/23190627,120
21280794,21280794,True,1,652,Программист 1С,https://hh.ru/vacancy/21280794,120
23246569,23246569,True,1,652,1С Консультант по ERP,https://hh.ru/vacancy/23246569,120
23105992,23105992,True,1,652,Программист 1C,https://hh.ru/vacancy/23105992,120
23134785,23134785,True,1,652,Программист 1С,https://hh.ru/vacancy/23134785,120
20918066,20918066,True,1,652,Программист 1С,https://hh.ru/vacancy/20918066,120
20562606,20562606,True,1,652,Программист 1С,https://hh.ru/vacancy/20562606,120
26060749,26060749,True,1,652,Программист 1С,https://hh.ru/vacancy/26060749,120
27461065,27461065,True,1,652,Программист 1С,https://hh.ru/vacancy/27461065,120
20576290,20576290,True,1,652,Программист 1С,https://hh.ru/vacancy/20576290,120
23502389,23502389,True,1,652,Программист 1C,https://hh.ru/vacancy/23502389,120
21933038,21933038,True,1,652,Инженер-программист 1С,https://hh.ru/vacancy/21933038,120
24506286,24506286,True,1,652,Программист 1С,https://hh.ru/vacancy/24506286,120
27501290,27501290,True,1,652,Программист-разработчик 1С:ЗУП,https://hh.ru/vacancy/27501290,120
25060691,25060691,True,1,652,Программист 1С,https://hh.ru/vacancy/25060691,120
21896754,21896754,True,1,652,Разработчик 1С,https://hh.ru/vacancy/21896754,120
24972087,24972087,True,1,652,Программист 1C,https://hh.ru/vacancy/24972087,120
24985840,24985840,True,1,652,Инженер-программист 1С,https://hh.ru/vacancy/24985840,120
24602499,24602499,True,1,652,Программист-стажер 1C,https://hh.ru/vacancy/24602499,120
20691976,20691976,True,1,652,Программист 1С,https://hh.ru/vacancy/20691976,120
26171679,26171679,True,1,652,Программист 1С,https://hh.ru/vacancy/26171679,120
27354433,27354433,True,1,652,Программист 1С,https://hh.ru/vacancy/27354433,120
23027358,23027358,True,1,652,Программист 1C,https://hh.ru/vacancy/23027358,120
23360957,23360957,True,1,652,Программист 1C,https://hh.ru/vacancy/23360957,120
21838269,21838269,True,1,652,Программист 1С,https://hh.ru/vacancy/21838269,120
25014848,25014848,True,1,652,Программист-разработчик 1С:ЗУП,https://hh.ru/vacancy/25014848,120
24595653,24595653,True,1,652,Программист 1C,https://hh.ru/vacancy/24595653,120
24997985,24997985,True,1,652,Программист 1С,https://hh.ru/vacancy/24997985,120
22980410,22980410,True,1,652,Ведущий программист 1С,https://hh.ru/vacancy/22980410,120
24998446,24998446,True,1,652,Ведущий программист-консультант (г. Воронеж),https://hh.ru/vacancy/24998446,120
23854616,23854616,True,1,652,Программист 1C,https://hh.ru/vacancy/23854616,120
23890739,23890739,True,1,652,Программист 1C 8,https://hh.ru/vacancy/23890739,120
27949678,27949678,True,1,652,Руководитель отдела программного обеспечения,https://hh.ru/vacancy/27949678,120
28065350,28065350,True,1,652,1С Консультант по ERP,https://hh.ru/vacancy/28065350,120
20075122,20075122,True,1,652,Инженер - программист 1C,https://career.ru/vacancy/20075122,120
22494102,22494102,True,1,652,Программист 1C(junior),https://hh.ru/vacancy/22494102,120
25598104,25598104,True,1,652,Программист 1С,https://hh.ru/vacancy/25598104,120
24059799,24059799,True,1,652,Разработчик 1с8,https://hh.ru/vacancy/24059799,120
25442551,25442551,True,1,652,Ведущий разработчик 1С,https://hh.ru/vacancy/25442551,120
25504224,25504224,True,1,652,Специалист 1С,https://hh.ru/vacancy/25504224,120
23945271,23945271,True,1,652,Программист 1С,https://hh.ru/vacancy/23945271,120
22546868,22546868,True,1,652,Программист 1С,https://hh.ru/vacancy/22546868,120
25492856,25492856,True,1,652,Инженер-программист 1С,https://hh.ru/vacancy/25492856,120
28031643,28031643,True,1,652,Программист 1С,https://hh.ru/vacancy/28031643,120
25584506,25584506,True,1,652,Инженер-программист 1С,https://hh.ru/vacancy/25584506,120
24072092,24072092,True,1,652,Программист 1С,https://hh.ru/vacancy/24072092,120
20113507,20113507,True,1,652,Программист 1С,https://hh.ru/vacancy/20113507,120
28007629,28007629,True,1,652,Администратор баз данных / программист 1С,https://hh.ru/vacancy/28007629,120
24984119,24984119,True,1,652,Программист 1С,https://hh.ru/vacancy/24984119,120
24954306,24954306,True,1,652,Специалист по сопровождению 1С,https://career.ru/vacancy/24954306,120
25314928,25314928,True,1,652,Программист 1С,https://hh.ru/vacancy/25314928,120
25375699,25375699,True,1,652,Инженер-программист 1 С,https://hh.ru/vacancy/25375699,120
24074025,24074025,True,1,652,Программист 1С,https://hh.ru/vacancy/24074025,120
24029243,24029243,True,1,652,Инженер-программист 1С,https://hh.ru/vacancy/24029243,120
24134499,24134499,True,1,652,Программист 1С,https://hh.ru/vacancy/24134499,120
24749542,24749542,True,1,652,Программист 1С,https://hh.ru/vacancy/24749542,120
27319151,27319151,True,1,652,Программист 1С,https://hh.ru/vacancy/27319151,120
27315168,27315168,True,1,652,Ведущий программист 1С (Сормовский район),https://hh.ru/vacancy/27315168,120
27999580,27999580,True,1,652,Программист 1С,https://hh.ru/vacancy/27999580,120
21832490,21832490,True,1,652,Программист 1С / Консультант 1С,https://hh.ru/vacancy/21832490,120
21066455,21066455,True,1,652,Программист 1С,https://hh.ru/vacancy/21066455,120
20006040,20006040,True,1,652,Программист 1C,https://hh.ru/vacancy/20006040,120
20703948,20703948,True,1,652,Программист 1С,https://hh.ru/vacancy/20703948,120
23267080,23267080,True,1,652,Программист 1С,https://hh.ru/vacancy/23267080,120
23334739,23334739,True,1,652,Старший программист 1С,https://hh.ru/vacancy/23334739,120
22644306,22644306,True,1,652,Программист,https://hh.ru/vacancy/22644306,120
23619739,23619739,True,1,758,Программист 1C,https://hh.ru/vacancy/23619739,116
25197158,25197158,True,1,758,Программист MS Dynamics AX,https://hh.ru/vacancy/25197158,116
20366402,20366402,True,1,758,Программист 1С,https://hh.ru/vacancy/20366402,116
23633056,23633056,True,1,758,Ведущий программист 1C WMS систем,https://hh.ru/vacancy/23633056,116
20364824,20364824,True,1,758,Инженер-программист 1С,https://hh.ru/vacancy/20364824,116
22036002,22036002,True,1,758,Ведущий программист 1С / Заместитель руководителя службы сопровождения ИС,https://hh.ru/vacancy/22036002,116
22038154,22038154,True,1,758,Ведущий программист 1С,https://hh.ru/vacancy/22038154,116
27679440,27679440,True,1,758,Программист 1С,https://hh.ru/vacancy/27679440,116
22780663,22780663,True,1,758,Ведущий инженер-программист,https://hh.ru/vacancy/22780663,116
20391686,20391686,True,1,758,Программист 1С,https://hh.ru/vacancy/20391686,116
23612877,23612877,True,1,758,Разработчик 1С,https://hh.ru/vacancy/23612877,116
22073378,22073378,True,1,758,Ведущий инженер программист (1С),https://hh.ru/vacancy/22073378,116
25241279,25241279,True,1,758,Программист 1С,https://hh.ru/vacancy/25241279,116
23659490,23659490,True,1,758,Программист 1С,https://hh.ru/vacancy/23659490,116
20324813,20324813,True,1,758,Программист 1С,https://hh.ru/vacancy/20324813,116
20319868,20319868,True,1,758,Программист 1С,https://career.ru/vacancy/20319868,116
22731442,22731442,True,1,758,Программист 1С,https://hh.ru/vacancy/22731442,116
27710299,27710299,True,1,758,Программист 1С,https://hh.ru/vacancy/27710299,116
27704620,27704620,True,1,758,Ведущий программист 1С (Teamlead),https://hh.ru/vacancy/27704620,116
20465609,20465609,True,1,758,Программист 1С,https://hh.ru/vacancy/20465609,116
27581723,27581723,True,1,758,Программист 1C,https://hh.ru/vacancy/27581723,116
20495087,20495087,True,1,758,Инженер-программист 1С,https://hh.ru/vacancy/20495087,116
23530469,23530469,True,1,758,Программист 1С (senior),https://hh.ru/vacancy/23530469,116
20439799,20439799,True,1,758,Программист 1С,https://hh.ru/vacancy/20439799,116
24165080,24165080,True,1,758,Программист 1C,https://hh.ru/vacancy/24165080,116
24166229,24166229,True,1,758,Программист-аналитик 1С,https://hh.ru/vacancy/24166229,116
20211799,20211799,True,1,758,Программист 1C,https://hh.ru/vacancy/20211799,116
24180308,24180308,True,1,758,Программист 1С,https://hh.ru/vacancy/24180308,116
24121378,24121378,True,1,758,Программист 1С,https://hh.ru/vacancy/24121378,116
24118895,24118895,True,1,758,Программист 1С / Старший программист 1С,https://hh.ru/vacancy/24118895,116
25373169,25373169,True,1,758,Программист 1С,https://hh.ru/vacancy/25373169,116
25384659,25384659,True,1,758,Ведущий программист 1C,https://hh.ru/vacancy/25384659,116
22257829,22257829,True,1,758,Программист 1С,https://hh.ru/vacancy/22257829,116
24254055,24254055,True,1,758,Программист 1С,https://hh.ru/vacancy/24254055,116
24241600,24241600,True,1,758,Программист 1С,https://hh.ru/vacancy/24241600,116
20283683,20283683,True,1,758,Программист 1C,https://hh.ru/vacancy/20283683,116
25837252,25837252,True,1,758,Программист 1С,https://hh.ru/vacancy/25837252,116
27747548,27747548,True,1,758,Программист 1С Разработчик,https://hh.ru/vacancy/27747548,116
25256646,25256646,True,1,758,Ведущий разработчик 1С УПП,https://hh.ru/vacancy/25256646,116
22114177,22114177,True,1,758,Программист 1C,https://hh.ru/vacancy/22114177,116
25265537,25265537,True,1,758,Программист,https://hh.ru/vacancy/25265537,116
27759238,27759238,True,1,758,Программист-разработчик,https://hh.ru/vacancy/27759238,116
20246537,20246537,True,1,758,Программист 1С,https://hh.ru/vacancy/20246537,116
27808423,27808423,True,1,758,Ведущий программист 1С (Teamlead)/Удалёнка,https://hh.ru/vacancy/27808423,116
24221493,24221493,True,1,758,Главный специалист отдела информационных технологий и связи,https://hh.ru/vacancy/24221493,116
20262270,20262270,True,1,758,Программист-разработчик 1С 8,https://hh.ru/vacancy/20262270,116
24229032,24229032,True,1,758,Программист 1С,https://hh.ru/vacancy/24229032,116
23077588,23077588,True,1,758,Программист 1С,https://hh.ru/vacancy/23077588,116
24920929,24920929,True,1,758,Разработчик/Тестировщик 1С ЗУП (стажер),https://hh.ru/vacancy/24920929,116
23297620,23297620,True,1,758,Программист 1С,https://hh.ru/vacancy/23297620,116
23036649,23036649,True,1,758,Ведущий программист 1С / Заместитель руководителя службы сопровождения ИС,https://hh.ru/vacancy/23036649,116
23339741,23339741,True,1,758,Разработчик 1С (8.2-8.3),https://hh.ru/vacancy/23339741,116
26204957,26204957,True,1,758,Главный специалист отдела разработки бизнес-приложений на базе 1С,https://hh.ru/vacancy/26204957,116
24937846,24937846,True,1,758,Программист 1С,https://hh.ru/vacancy/24937846,116
27180621,27180621,True,1,758,Программист 1С УТ,https://hh.ru/vacancy/27180621,116
23147095,23147095,True,1,758,Аналитик-Программист 1С,https://hh.ru/vacancy/23147095,116
23143020,23143020,True,1,758,Ведущий разработчик 1С ЗУП,https://hh.ru/vacancy/23143020,116
27176879,27176879,True,1,758,"Ведущий программист (Программист 1С, БИТ.ФИНАНС) Российского университета кооперации",https://hh.ru/vacancy/27176879,116
21164911,21164911,True,1,758,Программист 1C,https://hh.ru/vacancy/21164911,116
20863719,20863719,True,1,758,Программист 1С,https://hh.ru/vacancy/20863719,116
26236997,26236997,True,1,758,Консультант-инженер 1С ( электротехническое производство),https://hh.ru/vacancy/26236997,116
24729745,24729745,True,1,758,Инженер-программист 1С,https://hh.ru/vacancy/24729745,116
20920828,20920828,True,1,758,Ведущий программист,https://hh.ru/vacancy/20920828,116
27218710,27218710,True,1,758,Разработчик 1С,https://hh.ru/vacancy/27218710,116
26077432,26077432,True,1,758,Программист 1С WMS,https://hh.ru/vacancy/26077432,116
21858177,21858177,True,1,758,Программист 1С,https://hh.ru/vacancy/21858177,116
21856956,21856956,True,1,758,Разработчик 1С,https://hh.ru/vacancy/21856956,116
25026289,25026289,True,1,758,Ведущий программист 1С,https://hh.ru/vacancy/25026289,116
25041551,25041551,True,1,758,Программист 1С 8,https://hh.ru/vacancy/25041551,116
22937392,22937392,True,1,758,"Программист 1С ""УПП»",https://hh.ru/vacancy/22937392,116
21925405,21925405,True,1,758,Программист 1С,https://hh.ru/vacancy/21925405,116
20521922,20521922,True,1,758,Программист 1C,https://hh.ru/vacancy/20521922,116
20514605,20514605,True,1,758,Программист 1С,https://hh.ru/vacancy/20514605,116
27496109,27496109,True,1,758,Программист 1C,https://hh.ru/vacancy/27496109,116
26048805,26048805,True,1,758,Программист 1C,https://hh.ru/vacancy/26048805,116
27511023,27511023,True,1,758,Программист 1C,https://hh.ru/vacancy/27511023,116
23485173,23485173,True,1,758,Программист,https://career.ru/vacancy/23485173,116
20654817,20654817,True,1,758,Программист 1С,https://hh.ru/vacancy/20654817,116
24633693,24633693,True,1,758,Помощник программиста 1С,https://hh.ru/vacancy/24633693,116
23360871,23360871,True,1,758,Ведущий программист 1С / Заместитель руководителя службы сопровождения ИС,https://hh.ru/vacancy/23360871,116
22950888,22950888,True,1,758,Программист 1C,https://hh.ru/vacancy/22950888,116
