id,id,label,title
27458781,27458781,26,Разработчик С++
22087574,22087574,26,Программист С#
24266717,24266717,18,Java-разработчик
28056625,28056625,38,Ведущий инженер-программист (С++)
22924745,22924745,5,Frontend-разработчик
23710783,23710783,8,Разработчик-программист php web-сайтов
22943081,22943081,36,Backend developer
25316622,25316622,36,Программист 1С
25484347,25484347,38,Middle Angular developer (Front-end)
23830780,23830780,38,Разработчик Salesforce
22284327,22284327,38,Java разработчик (middle/senior level)
25495701,25495701,18,Frontend-программист
27991166,27991166,36,Инженер-программист АСУ ТП
27440731,27440731,28,IOS разработчик
20219567,20219567,36,Старший программист 1С
27553123,27553123,43,Программист PHP (symfony)
27716695,27716695,38,Программист С#
24612373,24612373,8,Программист Delphi
22152811,22152811,36,Программист 1С
26165138,26165138,38,Инженер АСУ ТП
25962803,25962803,36,PHP-программист
23476746,23476746,36,Программист C# / ASP.NET
24795522,24795522,36,Программист C/C++
23686815,23686815,38,Node.js разработчик
26029686,26029686,36,Senior Java Developer (продуктовая разработка)
23273725,23273725,38,Front-end разработчик
23769683,23769683,10,Наладчик станков с ЧПУ
20743311,20743311,36,PHP-программист
22699603,22699603,38,Ведущий программист 1С
22886106,22886106,36,​​​​​​​Программист Python
27559991,27559991,36,Full-stack/Команда разработчиков
26026315,26026315,38,Разработчик web приложений Python
24923604,24923604,36,Программист C# в gamedev
21082240,21082240,36,Java-программист
24191910,24191910,36,Программист C#
23673291,23673291,38,PHP-программист Yii2
25572021,25572021,28,Middle PHP Разработчик
20849657,20849657,38,Программист PHP
27699843,27699843,26,Разработчик Python & Javascript
20066631,20066631,0,Junior JavaScript developer
20176632,20176632,8,Программист
27342388,27342388,38,Программист 1С
27892129,27892129,18,Front-end developer
24839147,24839147,18,PHP Developer (middle)
25545491,25545491,36,Веб-программист (Bitrix) в офис или удаленно
25684116,25684116,38,Frontend-разработчик
24483443,24483443,8,Junior javascript Vue.js Разработчик
27507906,27507906,38,Инженер-программист
24921713,24921713,38,Backend разработчик
23003600,23003600,8,Frontend-разработчик
20910452,20910452,8,Инженер-программист
23625313,23625313,36,PHP программист
24051836,24051836,18,Верстальщик
26164173,26164173,36,Разработчик С# (.NET)
23767756,23767756,10,Наладчик станков с ЧПУ
21078337,21078337,38,Senior frontend developer
26094906,26094906,8,Программист-разработчик C#
22344693,22344693,38,Программист PHP
20292831,20292831,38,Программист-разработчик JavaScript
24879711,24879711,38,"Mobile developer (IOS/Android), Team lead"
24868278,24868278,38,.NET Developer
22828150,22828150,18,Front-end разработчик (React)
24160387,24160387,18,С# .NET -разработчик (Xamarin)
24064920,24064920,38,IOS разработчик
23754864,23754864,38,Оператор станков с ЧПУ
23410562,23410562,38,Программист-разработчик
24289280,24289280,38,Scala Deve‎loper
27328099,27328099,28,PHP-программист (разработчик) YII/Битрикс(Bitrix)
28006923,28006923,38,"Web-разработчик, web-мастер, php-программист."
20042350,20042350,38,Старший программист 1С
20099807,20099807,18,Frontend-developer (Angular)
20522488,20522488,10,Младший web - программист
22075234,22075234,10,Junior PHP-программист
23184672,23184672,18,Frontend-разработчик
24571518,24571518,5,Junior frontend-разработчик (проект Ridero)
27729018,27729018,38,Программист 1С
24568929,24568929,36,Стажер / PHP программист
20122911,20122911,36,Программист 1C
20113092,20113092,36,"Senior Python developer (to Smolensk, USA company)"
20440437,20440437,8,Full-stack разработчик
26236004,26236004,33,"Senior Frontend Developer (ReactJS, проект для малого и среднего бизнеса)"
23616420,23616420,8,DotNet/C# разработчик
22006217,22006217,38,Программист С/С++
22558899,22558899,38,Ведущий программист-разработчик
24899709,24899709,38,Техник-программист (Junior Developer)
24951529,24951529,36,Ведущий программист 1C
23768379,23768379,10,Наладчик станков с ЧПУ
23238338,23238338,38,Ведущий инженер-программист
24742822,24742822,38,Ведущий инженер-программист (Волгоград)
25177266,25177266,28,IOS разработчик
24508045,24508045,28,PHP-программист (разработчик) YII/Битрикс (Bitrix)
24709461,24709461,38,Программист PHP
22243427,22243427,36,Программист-разработчик
23216231,23216231,36,Middle JavaScript Developer
22228268,22228268,18,FullStack .NET Developer
20066540,20066540,8,Backend-разработчик
25093379,25093379,28,Оператор станков с ЧПУ
26175878,26175878,10,Middle PHP Developer
22586899,22586899,38,Специалист по сопровождению 1С
23852245,23852245,38,Программист 1С/Администратор баз данных 1С
23150837,23150837,36,Web-программист
24665502,24665502,18,IOS разработчик
20653269,20653269,5,"Программист (web, mobile)"
22888846,22888846,10,Frontend Developer (React.js)
24339137,24339137,8,Web разработчик
21139964,21139964,26,Backend Python Developer
20170037,20170037,36,JavaScript Front-end Developer
20306527,20306527,38,Разработчик С/C++ / System Developer
27194006,27194006,38,Программист Android
21927401,21927401,18,Программист-разработчик 1С
26169561,26169561,36,Программист 1С
21537440,21537440,36,PHP программист
24780213,24780213,28,PHP-разработчик
21029873,21029873,36,Delphi разработчик
20152058,20152058,36,Программист-разработчик
23412596,23412596,10,Наладчик станков с ЧПУ
23767579,23767579,10,Наладчик станков с ЧПУ
22783309,22783309,36,PHP/MySQL-разработчик
23425605,23425605,38,"Java SE / C - Streaming, VoIP Developer"
24157275,24157275,38,Программист 1С
20078803,20078803,36,Программист 1C
21268594,21268594,8,Программист (Фронтэнд разработчик)
25344645,25344645,38,"Ведущий разработчик (PHP), г.Сочи"
20129356,20129356,36,Веб-мастер
24339852,24339852,38,Программист
25455094,25455094,28,Разработчик мобильных игр
21878276,21878276,38,Web-программист
27836088,27836088,36,Программист
23390998,23390998,18,Руководитель группы программистов /Technology Group Leader
27506616,27506616,36,Программист PHP
25124491,25124491,36,Инженер-программист ASP.NET MVC
24083228,24083228,18,Android developer (Middle/ Senior)
22428072,22428072,38,C#/.Net разработчик (WPF)
24535667,24535667,38,Старший программист 1С
23769670,23769670,10,Наладчик станков с ЧПУ
20435861,20435861,38,Программист 1С
23053666,23053666,38,Программист С#
20326392,20326392,8,Frontend-разработчик
22564336,22564336,38,Веб программист 1С-Битрикс
22561528,22561528,36,Java developer
24263614,24263614,36,Java-программист
27571255,27571255,41,MacOS/Windows GUI application developer
25429192,25429192,36,Java-разработчик
22512087,22512087,8,Frontend-разработчик IoT
25554598,25554598,38,Старший программист PHP
20170106,20170106,28,Middle back-end developer (Python)
25730752,25730752,5,Программист 1С
25976791,25976791,36,Программист 1С
24732026,24732026,38,Программист PHP
23197148,23197148,38,Младший программист 1С
25006561,25006561,41,Front-end Developer
20420993,20420993,38,Программист 1С
23648849,23648849,36,Оператор станков с ЧПУ в г. Ижевск
21119094,21119094,38,Битрикс (1C-Bitrix) программист
23877848,23877848,18,Android разработчик
21326675,21326675,8,.Net разработчик
23196887,23196887,28,Системный программист
22790561,22790561,38,Java-разработчик
20913782,20913782,36,Frontend-разработчик
25325375,25325375,38,Программист Python
22228181,22228181,10,Разработчик/Ведущий разработчик ПО
22266166,22266166,8,Программист для мобильной платформы iOS
24849204,24849204,38,Senior PHP developer
25379647,25379647,38,Junior React Native разработчик
25883336,25883336,47,Senior android-разработчик
22707309,22707309,38,WEB-разработчик (Битрикс)
24061813,24061813,28,Senior Java Developer
23661971,23661971,36,Программист 1С
22034585,22034585,36,Node.JS разработчик
23419047,23419047,38,Программист 1С
22815953,22815953,36,Программист (ARM микроконтроллеры)
22851547,22851547,36,Web-разработчик (Bitrix)
26057126,26057126,38,Программист-консультант 1C
23580740,23580740,38,Java-разработчик
24089451,24089451,36,ReactJS разработчик
26018994,26018994,38,Web-программист
27277547,27277547,36,Программист 1С
27805212,27805212,28,.NET разработчик
23173810,23173810,36,Программист 1С отдела внедрения и разработок
23453520,23453520,38,PHP-программист
27989244,27989244,43,"C# Разработчик (Unity3D, MMO игры)"
27402822,27402822,38,Разработчик мобильных приложений
22122772,22122772,28,Frontend middle разработчик (JavaScript)
22148356,22148356,18,Frontend-разработчик
20274452,20274452,36,PHP-программист
23618524,23618524,36,RPG разработчик ( iSeries developer)
25487413,25487413,36,Старший разработчик 1С
22524900,22524900,28,Верстальщик/фронтенд-разработчик
24639784,24639784,8,Разработчик программного обеспечения
27802563,27802563,38,Программист 1С
27415778,27415778,36,Программист 1C
24639954,24639954,31,"Разработчик JavaScript, React, Node.js"
26181117,26181117,36,Senior frontend разработчик
21221730,21221730,0,Junior frontend developer (html/css/js)
24790722,24790722,36,Инженер-программист
23282957,23282957,38,Программист
21523556,21523556,36,Программист bitrix
20603321,20603321,36,Frontend-разработчик
22515066,22515066,18,Верстальщик пиксель-перфекционист
25612168,25612168,36,Инженер-программист (г.Великие Луки)
24820039,24820039,28,IOS-разработчик
27798552,27798552,36,Full-stack разработчик
23863846,23863846,10,Наладчик станков с ЧПУ
23752007,23752007,36,Инженер-программист 1С
23486258,23486258,38,WEB-Программист PHP
20731318,20731318,38,Программист 1С
27303241,27303241,38,Java developer
23013229,23013229,8,Разработчик фронтэнда
24249632,24249632,38,Инженер-программист
23768971,23768971,10,Наладчик станков с ЧПУ
24044138,24044138,10,Front-end разработчик
24301122,24301122,38,"Front-end разработчик React, React Native"
27302877,27302877,36,Web-программист
20157532,20157532,38,Ведущий разработчик С++
20637755,20637755,38,HTML-верстальщик
23370142,23370142,36,Программист Android
22499358,22499358,10,Senior .NET developer
24766755,24766755,36,"Python Developer (Cyprus, Limassol)"
23094670,23094670,18,Разработчик MOBILE server
24852867,24852867,36,Инженер-программист 1С
28025852,28025852,36,Программист 1С
23877045,23877045,36,Android developer / мобильный разработчик
25439221,25439221,36,Программист 1C
22064834,22064834,36,"Разработчик DAX (MS Dynamics AX, Axapta)"
24017958,24017958,38,Программист-разработчик
23331947,23331947,8,.NET developer
22518901,22518901,36,Веб-разработчик / Дизайнер
21864280,21864280,28,Разработчик Ext JS (Sencha)
27906089,27906089,5,Android разработчик (senior)
24620354,24620354,38,Программист разработчик 1С
20250076,20250076,38,Web-мастер
23703568,23703568,36,Web-программист
23721053,23721053,36,Middle С# ASP.NET developer г. Казань
22236863,22236863,36,Программист 1С Бухгалтерия
20016351,20016351,38,Junior разработчик Ruby on Rails
27453161,27453161,10,Wordpress Developer
25282377,25282377,36,Junior Data Scientist
25394089,25394089,38,1С Программист
23097833,23097833,28,Разработчик под Android (C++/Qt)
23483522,23483522,37,IOS разработчик
22972991,22972991,38,Программист С++ (Москва)
24024892,24024892,10,Frontend-разработчик (ReactJS)
27722738,27722738,38,Разработчик Go
20013503,20013503,28,Разработчик Python на международный проект
27278463,27278463,8,UNIX разработчик
20150604,20150604,38,Аналитик-разработчик OLAP
20441355,20441355,36,Программист 1С
25285775,25285775,38,JavaScript Developer
23455067,23455067,10,Android developer
20389517,20389517,36,Ведущий программист
23504693,23504693,28,Стажер-разработчик PostgreSQL
25316279,25316279,10,PHP-программист (Фреймворк Yii2)
27492890,27492890,28,Инженер-программист/Установщик и настройщик умного дома
27668680,27668680,38,Html верстальщик/Frontend разработчик
23869950,23869950,26,Разработчик.NET
23426810,23426810,38,Инженер-программист
20339611,20339611,38,Ведущий программист
22411977,22411977,36,IOS разработчик
23845253,23845253,36,Devops Engineer
22268558,22268558,28,Разработчик С++ в Яндекс.Такси
24355117,24355117,38,"C#, C++ разработчик"
25611456,25611456,38,Junior / Middle .Net Angular developer
27354340,27354340,36,PHP-разработчик
23285957,23285957,10,Web-программист (веб-разработчик bitrix framework)
24345440,24345440,10,Наладчик станков с ЧПУ
20721383,20721383,38,Разработчик ASP.NET (c#)
25097172,25097172,38,Программист 1C
23200210,23200210,28,Программист-разработчик
22583628,22583628,41,Fullstack web-разработчик (PHP)
22440044,22440044,36,Инженер-программист (ЦФТ-банк)
22557867,22557867,38,Программист 1C
21023060,21023060,38,Инженер АСУ ТП (1 категория)
23191050,23191050,36,GUI (Qt) программист
23042655,23042655,38,Программист 1С
20670162,20670162,26,ASP.NET разработчик
25630983,25630983,36,Программист
21265918,21265918,8,Программист ASP.NET (junior)
20383055,20383055,38,HTML-верстальщик
24584979,24584979,36,Middle/Lead web разработчик (PHP)
20750013,20750013,36,Frontend-разработчик
23999633,23999633,41,ASP.NET (C#) web developer
23387452,23387452,36,Web-разработчик (fullstack)
21733325,21733325,8,Middle Web-программист / Full stack
22678224,22678224,36,Программист 1С
24236504,24236504,36,С / С++ разработчик
20024239,20024239,36,Инженер-программист
22141656,22141656,8,Full stack web developer
27598339,27598339,18,PHP developer
23750316,23750316,38,Java Developer (Application department)
25670282,25670282,38,Старший программист 1С
27355837,27355837,28,Senior Front-end developer
27135420,27135420,28,React Native разработчик
26135600,26135600,36,PHP-разработчик
20743280,20743280,38,IOS разработчик
27419167,27419167,10,Middle/Senior iOS Developer
22995294,22995294,36,PHP-разработчик
24506326,24506326,38,Fullstack Web Developer
25010668,25010668,38,Android Developer/senior
26003733,26003733,26,Backend Developer
27678259,27678259,8,Java/Kotlin разработчик
27786380,27786380,38,Разработчик Axapta / Axapta Developer
25724722,25724722,38,Senior C# developer
20639244,20639244,8,Программист VR/AR/XR
23114205,23114205,36,Frontend-разработчик / HTML-Верстальщик
25347576,25347576,38,Программист-разработчик PHP
22657338,22657338,38,Инженер-программист
23502643,23502643,36,Старший разработчик сложного продукта
23678949,23678949,18,Программист 1C:Bitrix
22687264,22687264,36,"Программист Python, SQL (проект внедрения Micromine)"
24398694,24398694,15,Smart Junior Developer
22568833,22568833,38,Разработчик
22736298,22736298,5,Web-программист
23455063,23455063,38,Программист 1С (стажер)
21940532,21940532,36,Инженер-программист
24743749,24743749,5,Project manager по разработке программной платформы
20231100,20231100,0,Программист .net
23765655,23765655,10,Наладчик станков с ЧПУ
22656654,22656654,28,Senior C++ developer
24772620,24772620,36,Специалист
22629218,22629218,36,Front End Developer
26220733,26220733,38,Программист (Android)
23250569,23250569,18,Web-дизайнер
23325743,23325743,36,PHP-программист
25789392,25789392,28,Ведущий инженер-программист
24132770,24132770,36,Ruby-разработчик
27645620,27645620,8,Программист С++
23183686,23183686,36,Младший программист .NET
22499697,22499697,36,Java-разработчик со знанием немецкого языка
22923635,22923635,38,Android разработчик
21518154,21518154,38,Разработчик Delphi (удаленно)
28050798,28050798,36,Backend разработчик (PHP)
22919880,22919880,28,Middle Frontend Developer
20200431,20200431,41,Инженер-программист по обнаружению уязвимостей
27845006,27845006,38,Инженер-программист системы облачного видеонаблюдения (С++/QT)
24167125,24167125,8,Frontend-разработчик
21510900,21510900,36,Младший веб-программист (Junior web developer)
20270053,20270053,38,PHP Разработчик
23703854,23703854,8,Программист-разработчик C#
23242274,23242274,38,Разработчик С++
25707673,25707673,36,Python разработчик (сетевые решения)
24317611,24317611,38,Программист 1C
27802039,27802039,18,Программист 1С
25642043,25642043,26,Java-разработчик
27472689,27472689,38,Web-программист (Front-end)
22553745,22553745,18,Специалист по базам данных (DBA) MS SQL Server
20085031,20085031,38,Разработчик 1С: ЗУП
20520642,20520642,36,Программист 1С
22611502,22611502,38,Системный программист С/С++
24953251,24953251,38,Python developer
20955043,20955043,38,Программист 1C
20364711,20364711,38,PHP-разработчик
20748328,20748328,26,Junior JavaScript разработчик (Node.js)
22238732,22238732,0,Удаленный TypeScript/JS разработчик
20838152,20838152,36,Backend (PHP) Developer
21427465,21427465,36,Web-программист
25304564,25304564,36,Программист 1С
23466146,23466146,38,Программист 1С
20405117,20405117,36,Senior Frontend разработчик
25093316,25093316,36,Junior PHP Developer
20841391,20841391,0,Middle HTML-верстальщик
20776224,20776224,38,Программист 1С
27506021,27506021,38,Ведущий специалист отдела мониторинга технологических процессов
27518759,27518759,8,Разработчик .Net (СПАРК-Маркетинг / Маркер)
24186028,24186028,8,Веб-разработчик
23005904,23005904,18,Программист 1С
22018947,22018947,36,"Senior QA Automation Engineer with TestComplete Experience, Financial Analytics System"
22958341,22958341,38,Инженер-программист 2 категории (в отдел тематического планирования работ в ОКБ)
22904365,22904365,18,IOS разработчик
27179866,27179866,36,Разработчик C# .net
22712435,22712435,8,Разработчик .Net
27903000,27903000,36,Разработчик систем компьютерного зрения
27452833,27452833,18,Программист 1С
22964423,22964423,36,IOS разработчик
22879996,22879996,8,Back-end разработчик (PHP/MYSQL)
20462790,20462790,36,.net разработчик
25362341,25362341,38,Разработчик .NET
27980653,27980653,36,Инженер-программист АСУ ТП
24754880,24754880,38,Frontend-разработчик (React)
27272665,27272665,8,Программист Java
27575233,27575233,38,Программист станков с ЧПУ
20440690,20440690,28,Java-разработчик
25766601,25766601,36,Старший Java-разработчик
24753476,24753476,38,PHP developer
20417570,20417570,36,JavaScript разработчик
21060345,21060345,36,PHP-разработчик
24937388,24937388,36,Программист 1C
24128654,24128654,36,Разработчик БД
24567079,24567079,10,Mobile apps developer: Swift iOS / Java Android / Xamarin
20480183,20480183,38,Fullstack разработчик
22102346,22102346,38,Программист
23831016,23831016,36,Инженер-программист
24141214,24141214,38,Инженер-программист С# (ASP.NET)
24040638,24040638,28,Веб-разработчик
24174904,24174904,24,PHP-разработчик (Bitrix)
27183222,27183222,10,PHP-разработчик
24921632,24921632,36,Java-разработчик
23768057,23768057,10,Наладчик станков с ЧПУ
27949435,27949435,18,Support Engineer (web/PHP)
24268723,24268723,28,Наладчик станков с ЧПУ
22178118,22178118,38,Разработчик Python / Django
21333819,21333819,38,PHP-программист
27311055,27311055,38,Разработчик серверной части на NodeJS
24098255,24098255,38,Angular 2+ developer
21410341,21410341,38,Программист 1С
22265488,22265488,8,ASP.NET разработчик
23134450,23134450,38,Senior Front-End Developer
27652434,27652434,38,Веб-программист
27852141,27852141,0,Фрезеровщик ЧПУ 4-5 разряд
20593081,20593081,38,Ведущий инженер/тимлид команды автоматизации машинного обучения
22760462,22760462,36,Web-программист
27946164,27946164,36,Ведущий инженер-программист финансово-аналитического отдела
24088541,24088541,36,Программист 1C
25462307,25462307,38,GoLang/Python developer
