id,label_true,aff_d300_euclidean,title,text
25772175,14,758,Менеджер интернет-магазина,"Менеджер интернет-магазина Обязанности:  Прямые продажи по телефону (без холодных звонков и поиска клиентов), Информирование о новинках и акциях по существующей базе, Продажа сопутствующих товаров, оформление заказов.  Требования:  Грамотная речь и коммуникабельность, Серьезное отношение к работе и позитивное отношение к жизни, Высокий уровень самомотивации, Ответственность и умение убеждать, Желание развиваться в сфере продаж Желание приносить людям пользу!  Условия:  Работа home-office, удаленная Заработная плата сдельная, % от закрытых заказов График работы 2/2 , смены по 9 часов ( 8 рабочих+1 час перерыва) Своевременные выплаты на Вашу карту Оформление по ГПХ Бесплатное онлайн-обучение по продажам от лучших бизнес-тренеров Москвы! (Регулярное повышение квалификации, развитие личных и профессиональных навыков) "
23839258,14,828,Менеджер отдела продаж,"Менеджер отдела продаж ООО ОРЕНБУРГСКИЙ УДОСТОВЕРЯЮЩИЙ ЦЕНТР, одна из крупнейших компаний в области информационных технологий в Оренбургской области, в связи с открытием новых направлений ищет МЕНЕДЖЕРА ПО ПРОДАЖАМ.     Обязанности:  Ведение деловых переговоров; Холодные звонки; Работа с имеющейся базой клиентов; Сопровождение клиента с момента продажи услуг на весь договорной период: пояснения всех возникающих вопросов по актуальности‚ качеству пользования информационным продуктом; Предоставление отчета руководителю.    Требования:  Грамотная устная и письменная речь; Опыт работы в коммерции Презентабельный голос; Умение работать с большим объемом информации; Быстрая обучаемость; Высокий уровень коммуникабельности; Умение работать в команде; Желание работать и достигать намеченных результатов.    Условия:​​​​​  График работы 5/2; Полный рабочий день Оплата труда: оклад + проценты + соцпакет Трудоустройство согласно ТК РФ; Заработная плата 2 раза в месяц; Стабильная интересная работа + сплоченный коллектив; Обучение в процессе испытательного срока "
20616045,14,828,Менеджер по продажам,"Менеджер по продажам В связи с развитием бизнеса в регионах, компания OPS ЦФО проводит конкурсный отбор кандидатов на вакантную должность менеджера по продажам в г. Иваново   Обязанности:  Поддержка лояльности и расширение существующей клиентской базы; Выполнение планов продаж; Активные телефонные продажи услуг компании; Составление коммерческих предложений и консультация по предоставляемым услугам; Выезды на встречу с клиентами; Заключение договоров; Контроль выполнения договорных обязательств;    Требования:  Опыт продаж в любой отрасли, в том числе продаж по телефону; Опыт поиска и налаживания отношений с потенциальными клиентами; Готовность обучаться; Умение презентовать услуги по телефону; Высокие коммуникативные навыки; Уверенный пользователь ПК. (word, excel, internet), навыки работы с программами 1С, CRM;    Личные качества:  Исполнительность; Коммуникабельность; Стрессоустойчивость; Честность; Нацеленность на результат;    Условия:  Заработная плата: оклад + KPI Оформление согласно ТК РФ График работы: с понедельника по пятницу с 9:00 до 18:00. Внутреннее корпоративное обучение. Компенсация проезда и мобильной связи. Возможность профессионального роста  Наша команда строится из людей с активной жизненной позицией.  "
23068656,14,828,Менеджер по работе с клиентами,"Менеджер по работе с клиентами Приглашаем в свою команду менеджера по работе с клиентами.   Задачи: • Консультирование клиентов (физ. и юр. лица) по условиям подключения к сети Интернет (оператор связи «Планета»), цифровому телевидению и телефонии;• Оформление договоров на абонентское обслуживание;• Ведение клиентской базы;• Осуществление продаж обратившимся клиентам;• Прием оплаты за предоставленные услуги;• Работа в нескольких информационных системах Холдинга.   Требования: • Образование: среднее-специальное/высшее (законченное);• Уверенный пользователь ПК;• Опыт консультирования клиентов, оформления документов (договоры, акты);• Навыки продаж, общения с клиентами, обработки возражений;• Опыт работы с ККМ;• Грамотная речь, приятный внешний вид, хорошая обучаемость, доброжелательность, ответственность, клиентоориентированность, аккуратность.   Условия: • Профессиональный и карьерный рост в крупной IT-компании;• Увлекательные, сложные и нестандартные проекты;• Современный комфортный офис;• Социальные гарантии;• Корпоративная сотовая связь;• Бесплатные услуги связи (Интернет, цифровое телевидение) для сотрудников-абонентов сети «Планета»;• Корпоративное обучение;• Корпоративный спорт (волейбол, футбол, корпоративный спортивный зал);• Насыщенная корпоративная жизнь;• Доброжелательные и открытые взаимоотношения в коллективе.   Дополнительные условия: график 5/2, выходные: вс. и 1 день в будни."
26187756,14,828,Менеджер по продажам электротехнического оборудования,"Менеджер по продажам электротехнического оборудования Обязанности:   продажа индустриального электротехнического оборудования; поиск новых клиентов, работа с постоянными покупателями; подготовка и участие в тендерах, конкурсах  Требования:  опыт продаж на электротехническом рынке; опыт активных продаж; личные качества: ответственность, нацеленность на результат, способность к работе в команде; права категории &quot;В&quot; обязательно; желательно наличие автомобиля; высшее техническое образование.  Условия работы:  центральный офис находится в г. Волжском, дополнительный офис - в г. Волгограде (Центральный район); разъездной характер работы; социальный пакет; оплата: 20000 рублей + % от объема продаж. "
22476582,14,828,Менеджер по работе с клиентами (ИТ-сектор),"Менеджер по работе с клиентами (ИТ-сектор) Компания КОМПЛЕКС-СНАСТ - динамично развивающееся предприятие, поставщик ИТ-услуг, компьютерного оборудования, программного обеспечения и другой электроники - в связи с расширением Отдела продаж приглашает в свою команду Менеджера по работе с клиентами.   Обязанности:  Поиск, привлечение и развитие отношений с новыми заказчиками Продвижение и продажа широкого ассортимента компьютерного, серверного и сетевого оборудования, бытовой техники и программного обеспечения корпоративным клиентам Ведение проектов и расчет спецификаций Работа с существующими клиентами, увеличение объемов продаж  Требования:  Знаниями IT-сферы Опыт работы в сегменте b2b продаж (ПО или ИТ-оборудования) от 1 года Знание этики делового общения и деловой переписки Знание техники активных продаж Умение вести переговоры по телефону Ответственность, умение решать проблемы клиента, стрессоустойчивость Активная жизненная позиция и нацеленность на результат Наличие личного автомобиля будет преимуществом  Условия:  Характер работы офисно-разъездной Обучение в процессе работы продуктам Microsoft, Canon, Intel, D-link и других вендоров за счёт компании График работы 5/2 с 10.00 до 19.00 Достойная заработная плата (оклад определяется индивидуально по результатам собеседования + премия за выполнение / перевыполнение плана) Испытательный срок от 1 до 3-х месяцев, на период испытательного срока оклад 10 000 руб. Оформление по ТК РФ (отпуск 28 календарных дней) Оплата представительских расходов, ГСМ и мобильной связи Скидки на оборудование, реализуемое компанией "
23204481,14,828,Менеджер по продажам оборудования,"Менеджер по продажам оборудования В производственную компанию i-Coffee требуетсяменеджер активных продаж на оборудования для фитнеса и тренажерных залов SportBar.А также продажа вендингово оборудования(кофейные автоматы)Продажи по России Требования:- Обязателен хороший опыт в продажах по телефону.- Знания воронки продаж и т.д.- Опыт в переговорах с первыми лицами- Холодные звонки, умение составить портрет клиента- Желание обучаться- Ведение клиентов с нуля до сделки- Уверенный пользователь ПК. Excel, Word, Google и т.д. Обязанности:- Холодные звонки ЦА- Работа с существующими клиентами и поиск новых.- Продажи, ведение переговоров, завершение сделок- Сопровождение клиентов Условия: - Работа в стабильной компании- Заработная плата: от 30.000р.(ставка 10.000р+%)- Возможность профессионального развития- Территориально ТРЦ Волна"
23407161,14,828,Региональный менеджер по продажам,"Региональный менеджер по продажам Обязанности:  Поддержание и развитие клиентской базы (активный поиск новых клиентов в зоне ответственности) Выполнение плановых показателей по продажам, увеличение товарооборота (в зоне ответственности) Проведение переговоров и заключение договоров с покупателями Контроль за выполнением условий договоров, отгрузки покупателям, дебиторской задолженности Продвижение новых видов продукции Подготовка отчетности Работа разъездного характера  Требования:  Опыт работы в продажах продуктов питания не менее 2-х лет Знание 1С 8.2. Высшее образование Развитые навыки делового общения, ведения переговоров Наличие собственного транспорта (категория В) Активная жизненная позиция, обучаемость, аналитический склад ума  Условия:  Заработная плата по итогам собеседования Компенсация расходов на ГСМ, аренда личного автомобиля, амортизация и мобильную связь Оплата труда: оклад + премия Возможность профессионального и карьерного роста Перспектива роста заработной платы Полный рабочий день, на территории работодателя "
25605681,14,828,Менеджер по продажам корпоративным клиентам,"Менеджер по продажам корпоративным клиентам Обязанности:  Поиск новых корпоративных клиентов Активные продажи услуг связи новым и действующим клиентам Ведение встреч и переговоров Оформление сделок (заведение услуг в ИС, тарификация, контроль исполнения нарядов)  Требования:  Высшее образование Успешный опыт личных продаж (опыт продаж услуг связи является преимуществом) Ответственность, обучаемость, грамотная и четкая речь Нацеленность на результат, настойчивость  Условия:  Пятидневная рабочая неделя Официальное оформление с первого дня Возможность влиять на свой доход (ежемесячные премии по итогам работы) Обучение и рост внутри крупной Компании. "
23467654,14,828,Event manager,"Event manager Обязанности:   Организация и продажа мероприятий. Формирование и развитие базы клиентов. Телемаркетинг. Участие в отраслевых мероприятиях (выставках, конференциях и т.д.). Сопровождение клиентов на мероприятиях  Требования:  Владение технологиями продаж; успешный опыт в продажах. Знание английского языка. Креативность. Умение работать в команде. Активная жизненная позиция. Организаторские способности, творческий подход к работе. Готовность к командировкам.  Условия:  Работа в ведущем отраслевом издании, хорошо известном среди рекламодателей. Возможность быстрого &quot;включения в продажи&quot;. Фиксированный оклад + проценты (по результатам собеседования). Оформление по ТК. "
22919629,14,828,Специалист по активным продажам корпоративным клиентам,"Специалист по активным продажам корпоративным клиентам Компания «Деловая сеть» - один из лидеров по предоставлению услуг доступа в сеть Internet, созданию корпоративных сетей связи, организации беспроводного доступа в сеть по технологии Wi-Fi на территории Республики Беларусь.Компания работает на рынке услуг связи с 1998 года и зарекомендовала себя как надежный партнер не только в корпоративном секторе, но и в предоставлении услуг частным клиентам. Обязанности: 1. Поиск новых клиентов, активные продажи юридическим лицам в бизнес-центрах, административных зданиях.2. Переговоры с клиентами посредством личных встреч.3. Заключение договоров, выполнение плана личных продаж.4. Ведение отчетности. Требования: 1. Умение организовывать работу, планировать, принимать решения.2. Способность анализировать проблемы, эффективно искать пути их разрешения.3. Опыт проведения презентаций для бизнеса.4. Грамотная устная речь.5. Умение находить подход к клиенту.6. Знание программ MS Office.7. Уверенное пользование ПК.8. Наличие водительского удостоверения приветствуется. Личные качества: - Активность.- Пунктуальность.- Ответственность.- Уверенность в своих силах.- Умение слушать. Условия: 1. Работа в комфортном офисе в центре города.2. Достойный уровень заработной платы.3. Официальное трудоустройство, полный социальный пакет.4. Дружный коллектив.  "
25103256,14,828,Менеджер интернет-магазина,"Менеджер интернет-магазина Компания «ТБМ» - крупнейший поставщик качественных комплектующих и фурнитуры для производства окон, дверей, стеклопакетов и мебели. Высокое качество сервиса, широкий ассортимент из более 18 000 артикулов и выгодные условия поставки – главные преимущества работы с нашей Компанией.   Обязанности:    Увеличение объемов продаж, достижение максимально возможного объема прибыли и развитие ассортимента на закрепленном за ним участке; Изучение потребностей клиентов; Расширение закупаемого клиентами ассортимента; Анализ конкурентов; Анализ продаж; Консультация клиентов; Принимать участие в подготовке к выставкам ассортимента.    Требования:  Высшее образование (техническое или экономическое); Опыт работы в продажах от 1 года; Уверенный пользователь ПК MS Office; Знание деловой этики, коммуникабельность, активность, нацеленность на результат и личное развитие.    Условия:  корпоративные мероприятия, обучение и развитие в Компании; официальное трудоустройство; социальные гарантии согласно ТК РФ; график: пятидневная рабочая неделя, с 9.00 до 18.00 (пятница до 17.00); льготное питание, мед страховка; оклад 27000 + ежемесячные премии "
22324980,14,828,Региональный менеджер по продажам,"Региональный менеджер по продажам Обязанности:  Установление отношений с потенциальными клиентами, «холодные» и «активные» продажи; Информирование потенциальных клиентов о предлагаемом товаре; Ведение уже существующей клиентской базы и ее расширение; Разносторонний подход к делу; Посещение торговых объектов; Контроль поставок; Отгрузка товара.  Требования:  Готовность к обучению; Презентабельный внешний вид; Опыт работы в строительной компании приветствуется; Желание развиваться в сфере продаж; Опыт работы на данной вакансии от 1 года; Желание достигать результатов и зарабатывать; Коммуникабельность, активность, стрессоустойчивость; Наличие личного автомобиля обязательно и водительского уд. кат. В.  Условия:  Конкурентный уровень заработной платы (% от продаж); Профессиональное корпоративное обучение; Социальные гарантии и оформление в соответствии с законодательством; Разъездной характер работы, личные встречи; Командировки по области и стране; Оплата топлива.    Заработная плата по результатам собеседования!    "
23107956,14,828,Специалист по работе с юридическими лицами,"Специалист по работе с юридическими лицами Обязанности:  поиск и привлечение корпоративных клиентов (юридические лица, ИП); продажа телекоммуникационных услуг корпоративным клиентам; сопровождение договоров с корпоративными клиентами; мониторинг специализированных сайтов, торговых площадок, занимающихся проведением государственных и коммерческих тендеров, электронных аукционов; участие в тендерах, аукционах и электронных торгах.  Требования:  высшее/ незаконченное высшее образование; навыки проведения деловых переговоров, опыт прямых продаж; наличие личного автомобиля и прав категории B; опыт настройки и управления активным сетевым оборудованием: коммутаторами‚ роутерами приветствуется; презентабельный внешний вид, грамотная устная и письменная речь; ответственность, коммуникабельность, стрессоустойчивость.  Условия:  график работы: понедельник - пятница с 9.00 до 18.00; работа в офисе, выезды к клиентам; карьерный рост; оплата ГСМ, амортизация ТС, корпоративная связь; стабильная заработная плата, уровень заработной платы обсуждается на собеседовании; трудоустройство в соответствии с ТК РФ, соц. пакет. "
20510045,14,828,Менеджер по оптовым продажам,"Менеджер по оптовым продажам Обязанности:  развитие продаж по регионам : Крым поиск клиентов; заключение договоров; ведение переговоров.    Требования:  опыт работы в продажах продуктов питания (оптовая торговля); коммуникабельность, целеустремленность, энергичность;    Условия:  частичная занятость. Возможность совмещения с основным видом деятельности отсутствие привязки к определенной территории для работы; % с продаж; свободный график работы; социальный пакет.   "
23803935,14,828,Обходчик/ представитель/ консультант,"Обходчик/ представитель/ консультант Интернет-провайдеру требуются ответственные коммуникабельные сотрудники с грамотной устной и письменной речью, имеющие опыт работы с людьми. Обязанности:  ежедневное посещение абонентов согласно графику обхода территорий выявление и формирование потребностей в услугах связи консультации поиск старших по подъезду, дому, кварталу, согласование технического присутствия отчёты  Требования:  опыт работы в продажах УСЛУГ отсутствие топографической непроходимости грамотная речь пунктуальность и собранность  Условия:  оклад + премия + проценты компенсация мобильной связи, транспортных расходов "
21855253,14,828,Руководитель по недвижимости,"Руководитель по недвижимости Обязанности: • Проведение переговоров по вопросам купли-продажи недвижимости • Заключение договоров с клиентами • Подбор и показ объекта недвижимости • Обработка рекламных звонков • Организация и ведение сделки, подготовка пакета документов к сделке • Сопровождение сделок (покупка, продажа, ипотека) Требования:​​​​​​​ • Образование - высшее, не оконченное высшее • Опыт работы в недвижимости не требуется. • Успешный опыт продаж - Ваше преимущество • Грамотная речь • Работоспособность, целеустремленность, нацеленность на результат • Коммуникабельность, умение вести переговоры • Стремление к профессиональному росту • Мобильность • Желание работать и зарабатывать. Условия:​​​​​​​ • Работа под известным брендом крупной и стабильной компании в центре Москвы • Возможность профессионального, карьерного и личностного роста. • Возможность работать в различных направлениях: вторичное жилье, новостройки, загородная недвижимость. • Юридическая, информационная, рекламная поддержка."
24355193,14,828,Менеджер по продажам,"Менеджер по продажам Обязанности:  Работа с клиентской базой, привлечение клиентов, работа со входящими звонками Работа с клиентами в офисе и на выезде Ведение переговоров, представление интересов клиента и продажа услуг телекоммуникации (интернет) Проведение деловых переговоров с собственниками недвижимости Отчетность, эффективное выполнение планов продаж Подготовка, проведение и завершение сделок  Требования:  Образование: приветствуется Необходимыми качествами кандидата должны быть упорство, отличные коммуникативные навыки, организованность, дисциплина и требовательность по отношению к себе во имя достижения результата Коммуникабельность Преимуществом будет опыт работы в продажах услуг Грамотная устная и письменная речь Готовность обучаться и постоянно повышать свой профессиональный уровень Готовность к работе с большим объемом информации  Условия:  Регулярные тренинги и повышение квалификации для сотрудников Работа в стабильной и динамично развивающейся компании Прогрессивная и привлекательная система мотивации Наличие системы нематериального стимулирования, ориентированной на получение профессиональных наград и повышение профессионального статуса сотрудников Официальное трудоустройство, согласно ТК РК, полный социальный пакет Стабильная выплата заработной платы Оплата - % от каждой сделки (в среднем доход от 120 000 тенге в месяц)   "
22851501,14,828,Региональный менеджер по продажам,"Региональный менеджер по продажам Требования: - Высшее образование. - Знание ювелирного рынка рассматривается, как преимущество. - Опыт активных продаж от 1 года. - Опыт работы с клиентской базой. - Готовность к частым командировкам (до 50% рабочего времени). - Наличие личного автомобиля обязательно.   Обязанности: - Развитие продаж ювелирных изделий из серебра на территории УФО. - Поиск новых клиентов на закрепленной территории. - Ведение клиентской базы. - Сопровождение клиентов на всех этапах сотрудничества. - Работа с дебиторской задолженностью. - Выполнение личного плана продаж по территории.   Условия: - Оформление по ТК РФ. - Полный соц.пакет. - Компенсация всех командировочных расходов. - Высокий уровень оплаты труда."
22596065,14,828,Специалист отдела комплексных проектов/Менеджер отдела оптовых продаж,"Специалист отдела комплексных проектов/Менеджер отдела оптовых продаж Обязанности:  Активный поиск новых клиентов, наработка постоянной базы клиентов. Ведение переговоров с лицами принимающими решение. Ведение крупных долгосрочных объектов. Согласование технических решений. Согласование условий поставки, работа с возражениями, заключение договоров. Контроль выполнения договорных обязательств. Работа с дебиторской задолженностью. Сдача объекта заказчику под ключ.  Требования:  Опыт работы в аналогичной должности от 2-х лет. Базовые знания в предметных областях: системы безопасности, системы связи, системы хранения и обработки данных (приветствуются). Навыки ведения переговоров на разных уровнях. Умение работать с большим объемом информации. Уверенный пользователь ПК, знание 1С:Предприятие (приветствуется), MS Office, Интернет. Активная жизненная позиция, инициативность, коммуникабельность, целеустремленность, стрессоустойчивость, настойчивость при достижении результата, стремление к профессиональному росту.  Условия:  Заработная плата обсуждается по результатам собеседования, оклад + % от продаж. График работы: полный рабочий день с 9.00 до 18.00, пятидневная рабочая неделя (суббота, воскресенье — выходные дни), Трудоустройство в соответствии с ТК. Карьерный рост, дополнительное образование. Возмещение ГСМ, сотовой связи. Активный целеустремленный коллектив, корпоративные мероприятия, утренний кофе, гарантированное парковочное место и другое. "
25788632,14,828,Менеджер оптовых продаж,"Менеджер оптовых продаж Федеральный поставщик и производитель металлопроката, приглашает на работу менеджеров по продажам (металлопрокат, трубная продукция, продукция верхнего строения путей, металлоконструкции) по России и СНГ   ОБЯЗАННОСТИ:  Оптовые продажи металлопроката Поиск и привлечение клиентов, заключение договоров Ведение переговоров с первыми лицами Выполнение плановых показателей Работа с дебиторской задолженностью Подготовка и согласование договоров, сопровождение сделки    ТРЕБОВАНИЯ:  Опыт продаж B2B, B2C.Для кандидатов с опытом продаж металлопроката - отдельные условия мотивации (повышенные). Знание технологии продаж Клиентоориентированность Развитые лидерские и коммуникативные навыки Ответственность, мобильность, желание зарабатывать!    УСЛОВИЯ:  Официальное трудоустройство по ТК РФ Заработная плата: оклад + KPI (премия) Корпоративное обучение, система наставничества Дружный коллектив Пятидневная рабочая неделя Возможность для профессионального и карьерного роста Возможность обучения и повышения квалификации в собственном учебном центре "
23403833,14,828,Региональный менеджер по продажам,"Региональный менеджер по продажам Обязанности:  Продажа товаров компании Продвижение товаров на рынке Поиск новых клиентов Работа с клиентом Заключение договоров    Требования:  Коммуникабельность Опыт работы в продажах Дисциплинированность Честность и порядочность Ответственность    Условия:  Комфортные условия для работы Премии, бонусы "
22996332,14,880,Специалист колл-центра,"Специалист колл-центра Компания FINLINK объявляет конкурс на должность менеджера колл-центра! Кого мы ищем:  Человека, который поет певчей птицей, а не мрачен, как языческий идол; Менеджера, от которого клиенты пищат от восторга, а конкуренты съедают свои тапки; Соискателя, в котором ярко выражена уверенность в себе, здоровая амбициозность, стрессоустойчивость, умение излагать свои мысли, последовательно строить разговор; Успешного «продажника», который не должен считать выполнение плана достижением, это базовый результат, нижняя планка, от которой нужно оттолкнуться и идти выше; Человека, с наличием уровня мотивации к работе. Менеджера, который ориентирован на результат, только так он сможет показывать высокую эффективность; Гения, которому присуща готовность отвечать на вопросы, уверенность в себе (но не самоуверенность), умение преподнести себя!  МЫ ПРЕДОСТАВЛЯЕМ:  Горячая клиентская база на стабильной платформе с отличной репутацией; Обучение и развитие профессиональных навыков у специалистов международного класса; Современное техническое обеспечение; Удобное и комфортное место работы в центре города (м.Олимпийская); Удобный график работы; Классный коллектив; Плюшки, чай, кофе - мы угощаем ;)   "
23981377,14,880,Менеджер по продажам,"Менеджер по продажам ИПУП &quot;Мультипак&quot; - одна из крупнейших компаний по производству полимерной плёнки. Приглашает на работу менеджера по продажам. Энергичные и позитивные люди уже сейчас получают возможность реализовать себя и быть частью нашей команды. Если Вы любите и умеете продавать - мы ждём Вас в нашей команде! Нам не подойдёт случайный кандидат. Мы ждем того, кто действительно хочет работать! Работа менеджера активных продаж — одна из самых высокооплачиваемых в нашей компании. Но и условия работы тоже соответствующие:Загруз на 110%Взамен 110% выкладки мы даем возможность:1. Раскрыть весь свой потенциал, реализовать свои возможности в рамках компании;2. Конкурентоспособную заработную плату;3. Двигаться вверх по карьерной лестнице.    "
